Time(s),Position(V)
2745.147000,-1.093426
2748.146000,-1.104672
2751.146000,-1.110237
2754.146000,-1.125698
2757.146000,-1.130926
2760.146000,-1.142848
2763.146000,-1.158445
2766.144000,-1.154760
2769.144000,-1.175449
2772.145000,-1.189002
2775.145000,-1.202066
2778.145000,-1.212360
2781.143000,-1.223898
2784.143000,-1.230724
2787.143000,-1.248092
2790.143000,-1.253296
2793.144000,-1.271436
2796.142000,-1.283334
2799.142000,-1.293869
2802.142000,-1.305053
2805.142000,-1.317866
2808.142000,-1.329913
2811.140000,-1.341421
2814.141000,-1.354621
2817.141000,-1.367399
2820.141000,-1.377992
2823.141000,-1.388717
2826.141000,-1.403835
2829.139000,-1.413462
2832.139000,-1.423337
2835.139000,-1.434957
2838.140000,-1.446719
2841.140000,-1.454782
2844.138000,-1.460714
2847.138000,-1.475648
2850.138000,-1.487958
2853.138000,-1.494587
2856.138000,-1.507947
2859.137000,-1.515592
2862.137000,-1.524736
2865.137000,-1.534558
2868.137000,-1.543162
2871.137000,-1.549906
2874.137000,-1.561369
2877.135000,-1.569014
2880.136000,-1.575854
2883.136000,-1.583149
2886.136000,-1.592148
2889.136000,-1.597743
2892.134000,-1.603750
2895.134000,-1.612113
2898.134000,-1.618116
2901.135000,-1.617681
2904.135000,-1.627747
2907.133000,-1.632771
2910.133000,-1.636830
2913.133000,-1.641685
2916.133000,-1.645910
2919.133000,-1.650112
2922.131000,-1.655211
2925.132000,-1.658913
2928.132000,-1.659777
2931.132000,-1.663567
2934.132000,-1.665406
2937.132000,-1.667966
2940.130000,-1.676227
2943.130000,-1.677294
2946.131000,-1.655483
2949.131000,-1.653661
2952.131000,-1.675445
2955.129000,-1.679273
2958.129000,-1.679300
2961.129000,-1.680938
2964.129000,-1.662435
2967.129000,-1.671848
2970.130000,-1.678365
2973.128000,-1.654905
2976.128000,-1.674863
2979.128000,-1.665138
2982.128000,-1.655568
2985.128000,-1.673351
2988.126000,-1.650068
2991.127000,-1.648820
2994.127000,-1.658267
2997.127000,-1.641539
3000.127000,-1.657397
3003.125000,-1.634995
3006.125000,-1.640852
3009.125000,-1.648735
3012.126000,-1.626367
3015.126000,-1.639723
3018.124000,-1.615509
3021.124000,-1.615777
3024.124000,-1.619524
3027.124000,-1.609230
3030.124000,-1.595309
3033.125000,-1.598583
3036.123000,-1.579512
3039.123000,-1.593766
3042.123000,-1.569161
3045.123000,-1.582225
3048.123000,-1.554009
3051.121000,-1.543967
3054.121000,-1.541792
3057.122000,-1.534496
3060.122000,-1.523849
3063.122000,-1.521898
3066.120000,-1.512379
3069.120000,-1.496840
3072.120000,-1.486860
3075.120000,-1.480448
3078.121000,-1.474023
3081.120000,-1.459776
3084.120000,-1.451750
3087.120000,-1.442334
3090.118000,-1.437992
3093.118000,-1.423579
3096.118000,-1.414652
3099.119000,-1.410967
3102.119000,-1.395591
3105.119000,-1.381966
3108.117000,-1.373777
3111.118000,-1.366733
3114.116000,-1.359043
3117.116000,-1.346822
3120.116000,-1.339364
3123.117000,-1.325620
3126.117000,-1.310686
3129.115000,-1.299420
3132.115000,-1.292071
3135.115000,-1.281230
3138.115000,-1.295552
3141.115000,-1.266711
3144.116000,-1.248846
3147.114000,-1.246086
3150.114000,-1.237186
3153.114000,-1.230799
3156.114000,-1.213390
3159.114000,-1.205799
3162.112000,-1.197151
3165.113000,-1.189944
3168.113000,-1.178467
3171.113000,-1.175945
3174.113000,-1.172396
3177.113000,-1.154861
3180.111000,-1.156701
3183.111000,-1.131993
3186.111000,-1.128135
3189.112000,-1.118858
3192.112000,-1.106715
3195.110000,-1.102479
3198.110000,-1.099267
3201.110000,-1.085968
3204.110000,-1.084088
