Time(s),Position(V)
3243.092000,-1.035000
3246.092000,-1.048074
3249.093000,-1.028184
3252.091000,-1.046473
3255.091000,-1.029350
3258.091000,-1.015426
3261.091000,-1.028113
3264.091000,-1.011996
3267.089000,-1.015864
3270.090000,-1.027429
3273.090000,-1.008457
3276.090000,-1.013760
3279.090000,-1.000193
3282.090000,-0.993662
3285.088000,-1.009939
3288.088000,-0.999102
3291.089000,-0.988536
3294.089000,-0.993105
3297.089000,-0.992483
3300.087000,-1.002691
3303.087000,-0.980673
3306.087000,-1.003222
3309.087000,-0.983634
3312.087000,-0.996470
3315.086000,-0.994448
3318.086000,-0.977790
3321.086000,-0.975747
3324.086000,-0.971865
3327.086000,-0.976686
3330.086000,-0.980078
3333.084000,-0.977590
3336.085000,-0.984399
3339.085000,-0.967721
3342.085000,-0.978851
3345.085000,-0.989892
3348.083000,-0.969411
3351.083000,-0.975237
3354.083000,-0.968200
3357.084000,-0.964142
3360.084000,-0.970655
3363.082000,-0.977974
3366.082000,-0.990477
3369.082000,-0.982247
3372.082000,-0.975836
3375.082000,-0.961969
3378.082000,-0.984535
3381.081000,-0.967888
3384.081000,-0.966334
3387.081000,-0.984222
3390.081000,-0.975469
3393.081000,-0.983943
3396.079000,-0.996035
3399.079000,-0.993360
3402.080000,-0.976448
3405.080000,-0.995420
3408.080000,-0.998955
3411.078000,-1.003072
3414.078000,-1.001961
3417.078000,-0.988665
3420.078000,-1.006322
3423.079000,-1.008654
3426.079000,-1.006094
3429.077000,-1.011544
3432.077000,-1.012846
3435.077000,-1.017224
3438.077000,-1.007862
3441.077000,-1.012648
3444.075000,-1.026103
3447.076000,-1.005809
3450.076000,-1.019532
3453.076000,-1.016102
3456.076000,-1.026824
3459.074000,-1.031366
3462.074000,-1.014715
3465.074000,-1.033287
3468.075000,-1.040313
3471.075000,-1.045106
3474.073000,-1.045147
3477.073000,-1.047041
3480.073000,-1.047102
3483.073000,-1.048649
3486.073000,-1.029068
3489.074000,-1.028809
3492.072000,-1.052844
3495.072000,-1.055811
3498.072000,-1.047126
3501.072000,-1.059850
3504.072000,-1.057334
3507.070000,-1.064997
3510.071000,-1.060951
3513.071000,-1.068002
3516.070000,-1.070483
3519.070000,-1.072306
3522.070000,-1.074413
3525.070000,-1.077819
3528.070000,-1.074954
3531.068000,-1.053911
3534.069000,-1.075739
3537.069000,-1.087797
3540.069000,-1.087834
3543.069000,-1.088538
3546.069000,-1.088150
3549.067000,-1.094419
3552.067000,-1.091730
3555.068000,-1.087277
3558.068000,-1.096374
3561.068000,-1.103870
3564.066000,-1.102132
3567.066000,-1.086070
3570.066000,-1.093171
3573.066000,-1.108054
3576.066000,-1.107323
3579.065000,-1.113103
3582.065000,-1.108948
3585.065000,-1.116094
3588.065000,-1.108258
3591.065000,-1.121836
3594.065000,-1.122873
